Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Order_delay,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,Sales_Per_Employee,Required_Employees,Employee_Gap,Total_Cost,profit,Inventory_Gap,Optimized_Stock,Need_Emp_Shifting,Cost_Per_Sale,Revenue
WH485(1),San Francisco,1195,1350,3,2,5,11,40118,S679,Furniture,4815.101563,1.07,6.5,1.3,42688,12734,4978,41,25,48,93.21875,42,-6,17712,52118.34058,155,1350,3,8.331703803,69830.34058
WH111,New York,1306,2568,4,1,5,6,99648,S417,Apparel,8486.40625,1.72,5.4,4.2,10857,14934,5552,292,24,12,593.8333333,75,63,20486,102586.9261,1262,2568,12,11.7420728,123072.9261
WH099(1),Los Angeles,739,1768,4,1,5,6,75822,S573,Electronics,6559.976563,2.58,3.3,2.7,33202,8946,11951,16,49,3,1468.5,58,55,20897,74238.14754,1029,1768,19,11.558273,95135.14754
WH397(2),Denver,2186,321,3,0,3,22,78996,S598,Electronics,4592.46875,0.97,3.3,3.1,49848,8552,12597,117,37,20,32.95918367,41,21,21149,45452.63919,-1865,2186,4,17.20120578,66601.63919
WH155(1),Houston,762,1410,2,2,4,23,63126,S335,Automotive,6159.40625,1.97,4.4,4.7,30211,3215,7518,135,12,19,259.4054054,54,35,10733,78592.9323,648,1410,12,10.24871513,89325.9323
WH121(2),Dallas,2211,1608,1,3,4,15,43503,S577,Electronics,7629.28125,1.51,4.2,4.1,38300,10261,11559,296,7,13,99.96,67,54,21820,88822.59001,-603,2211,28,5.702109881,110642.59
WH101(2),Chicago,2464,1099,3,1,4,25,69993,S981,Apparel,5676.507813,1.31,0.6,2.1,39214,8105,10630,29,23,8,207.2,50,42,18735,63587.76489,-1365,2464,15,12.3302922,82322.76489
WH349(1),Miami,947,981,3,1,4,6,96163,S533,Automotive,4262.367188,3.97,8.4,2.6,45430,18999,14529,76,30,18,237.0571429,38,20,33528,28286.3872,34,981,1,22.56093757,61814.3872
WH168(1),Atlanta,647,1036,2,3,5,25,85680,S717,Furniture,5630.570313,2.01,5.8,3,22010,14540,12286,105,13,3,1934.8,50,47,26826,54830.56268,389,1036,7,15.21693101,81656.56268
WH060(2),New York,2315,1710,2,2,4,14,31611,S429,Groceries,5037.203125,4.15,1.6,3.8,34858,2509,2403,159,45,17,105.4,44,27,4912,68139.33759,-605,2315,6,6.275506311,73051.33759
WH022(1),Houston,1326,2090,3,1,4,5,40114,S571,Groceries,6444.140625,1.74,2.6,2.2,26441,16376,3721,216,37,42,117.0240964,57,15,20097,73358.25297,764,2090,14,6.224879675,93455.25297
WH168(2),Atlanta,647,1036,1,2,3,7,57506,S167,Groceries,9258.320313,3.22,4.2,2.9,16459,19635,13095,61,1,2,68.74193548,82,80,32730,101537.5024,389,1036,39,6.211277862,134267.5024
WH306(1),Houston,2471,2040,3,2,5,25,44339,S210,Groceries,4805,3.93,0.5,1.2,46227,9557,8166,102,37,10,480.45,42,32,17723,51960.84407,-431,2471,0,9.227679501,69683.84407
WH018,Miami,2482,516,2,2,4,17,79112,S491,Apparel,2238,2.3,1.8,4.1,24140,15962,4290,292,23,70,31.97142857,20,-50,20252,12204.28367,-1966,2482,0,35.34941912,32456.28367
WH282(2),Chicago,728,461,2,2,4,24,52345,S856,Groceries,4198.101563,3.24,3.2,1.2,41612,2593,12276,9,33,18,87.81818182,37,19,14869,46013.38391,-267,728,3,12.46873122,60882.38391
WH361(2),Houston,1922,948,3,1,4,10,63033,S768,Automotive,7693.179688,0.9,7.8,4,26467,18771,5622,160,49,48,65.59322034,68,20,24393,87176.26821,-974,1922,25,8.193361206,111569.2682
WH242,Miami,1440,1135,2,2,4,22,64823,S471,Apparel,2917,3.75,9.6,3.4,40012,18694,5063,49,8,67,43.53731343,26,-41,23757,18546.38671,-305,1440,0,22.22248886,42303.38671
WH010(1),Atlanta,427,2411,1,3,4,25,30777,S616,Furniture,8008.21875,2.9,4.6,1.2,13624,8451,6198,241,40,44,89.25,71,27,14649,101489.0784,1984,2411,36,3.843176736,116138.0784
WH044(2),Miami,848,1649,2,2,4,25,59472,S365,Furniture,6848.710938,4.09,4.5,4.6,20435,6118,12838,265,36,15,139.4545455,60,45,18956,80366.47764,801,1649,21,8.683677928,99322.47764
WH326(2),San Francisco,605,813,2,2,4,16,49831,S925,Electronics,5603.304688,3.25,6.8,3.6,40412,4257,7568,141,45,45,48.72527473,49,4,11825,69436.14675,208,813,9,8.89314481,81261.14675
WH306(2),Houston,2471,2040,2,1,3,5,82497,S709,Furniture,7864.914063,1.4,1.5,3.9,49764,6405,8691,138,16,10,177.4285714,69,59,15096,98963.8221,-431,2471,27,10.48924366,114059.8221
WH129(1),Miami,2025,1866,3,1,4,13,64539,S461,Automotive,4398,2.99,4.9,4.8,34165,15396,9246,78,32,3,1466,39,36,24642,39139.38319,-159,2025,0,14.67462483,63781.38319
WH389(1),San Francisco,1086,1661,1,3,4,9,60429,S902,Automotive,5639.039063,1.75,3.1,3.6,47296,19538,10792,201,22,7,627.3571429,50,43,30330,51449.37955,575,1661,11,10.71618752,81779.37955
WH319(2),New York,603,2059,2,2,4,11,97235,S670,Groceries,6750.875,1.44,1.3,2.1,38426,18176,3251,135,43,20,59.79310345,60,40,21427,76476.62557,1456,2059,16,14.40331809,97903.62557
WH233,Houston,1799,4048,2,3,5,22,39231,S415,Furniture,9395.34375,1.56,1.2,1.6,21097,2115,6205,10,20,91,78.32967033,83,-8,8320,127934.6657,2249,4048,20,4.175578994,136254.6657
WH010(2),Atlanta,426,2411,1,3,4,25,36991,S217,Electronics,5514.140625,1.95,8.1,4.7,18398,9138,5531,44,16,44,164.88,49,5,14669,65299.05734,1985,2411,14,6.708388943,79968.05734
WH151(1),New York,495,1392,3,1,4,18,47950,S492,Automotive,5788.875,4.51,8.4,1.5,22004,6945,3471,28,46,16,248.40625,51,35,10416,73536.35439,897,1392,16,8.283129278,83952.35439
WH305,Denver,3581,1545,2,2,4,17,58798,S703,Furniture,3336,3.35,8.1,4,34887,19453,9161,272,30,86,38.79069767,29,-57,28614,19765.87593,-2036,3581,0,17.62529976,48379.87593
WH485(2),San Francisco,1194,1350,2,1,3,23,81369,S811,Furniture,5040.835938,3.54,1.7,2.8,28129,18641,13910,117,7,48,103,44,-4,32551,40553.02195,156,1350,5,16.14196554,73104.02195
WH187(2),Dallas,1378,2220,2,2,4,9,60788,S771,Groceries,3856,4.56,7.2,4.9,18928,17190,4973,179,20,42,123.8571429,34,-8,22163,33758.10359,842,2220,0,15.76452282,55921.10359
WH458,San Francisco,660,1611,3,1,4,7,94183,S188,Automotive,7420.304688,2.47,2.8,2.2,16847,6734,14278,76,31,7,914.2857143,65,58,21012,86599.93649,951,1611,9,12.69260549,107611.9365
WH326(1),San Francisco,605,813,2,2,4,10,55520,S816,Electronics,5036.46875,0.92,8.4,3,49101,17697,11152,210,7,45,101.8444444,44,-1,28849,44191.68742,208,813,4,11.02359664,73040.68742
WH259,Seattle,4648,3271,2,2,4,15,38658,S322,Groceries,7125,0.91,6.6,1.4,15598,5751,12666,11,26,59,120.7627119,63,4,18417,84912.32134,-1377,4648,0,5.425684211,103329.3213
WH100(2),Los Angeles,1108,1321,3,1,4,16,96949,S278,Groceries,7740.015625,4.44,2.6,3.2,34100,6332,6145,273,31,42,24.01162791,68,26,12477,99771.49988,213,1321,30,12.52568531,112248.4999
WH129(2),Miami,2024,1866,3,1,4,15,92482,S228,Furniture,6098.507813,1.82,4.7,2.8,25357,8940,9011,141,38,3,26.81818182,54,51,17951,70491.76118,-158,2024,15,15.16469321,88442.76118
WH095(1),Denver,2496,1263,3,1,4,11,79488,S320,Furniture,4525,0.88,8.6,4,22805,3272,13564,126,48,47,96.26595745,40,-7,16836,48787.18302,-1233,2496,0,17.56640884,65623.18302
WH056(2),Atlanta,2139,1713,2,1,3,9,96247,S286,Electronics,8384.117188,4.23,4.2,3.6,46548,2946,5515,150,5,40,46.85714286,74,34,8461,113128.4932,-426,2139,33,11.4796821,121589.4932
WH106,Los Angeles,3765,3292,3,1,4,9,62523,S154,Apparel,6925,4.26,1,3.1,36936,3612,5023,300,6,55,125.9090909,61,6,8635,91793.84916,-473,3765,0,9.028592058,100428.8492
WH386,Chicago,535,3663,6,5,11,21,64769,S648,Groceries,10412.28125,1.56,0.5,4.2,21576,4079,1041,156,26,86,84.1627907,92,6,5120,145882.6604,3128,3663,28,6.220442806,151002.6604
WH056(1),Atlanta,2139,1714,3,2,5,19,39851,S396,Electronics,4643,2.82,9.1,3.6,38006,14959,11699,278,48,40,116.075,41,1,26658,40676.46161,-425,2139,0,8.583028215,67334.46161
WH012(1),Seattle,1247,579,3,1,4,16,40274,S405,Electronics,3845,0.59,4.1,4.4,26879,3849,4042,12,43,50,77.66666667,34,-16,7891,47870.57762,-668,1247,0,10.47438231,55761.57762
WH099(2),Los Angeles,739,1767,3,0,3,17,95822,S679,Apparel,4405,2.22,1,4.4,18618,13257,14977,276,3,3,95.13043478,39,36,28234,35648.89972,1028,1767,0,21.75300795,63882.89972
WH100(1),Los Angeles,1109,1321,3,1,4,10,50313,S143,Electronics,4792.46875,1.12,6.8,4.5,34249,6848,13675,283,29,43,102.0941176,42,-1,20523,48979.11136,212,1321,4,10.49834702,69502.11136
WH060(1),New York,2315,1710,2,2,4,24,57943,S355,Groceries,4358,1.82,4.6,3.5,44641,7152,12031,82,19,17,256.3235294,38,21,19183,44018.28876,-605,2315,0,13.29577788,63201.28876
WH100(2),Los Angeles,929,2244,2,2,4,13,97981,S268,Electronics,8218.015625,1,5.3,4.1,10630,19353,10524,107,39,29,37.01315789,72,43,29877,89303.62839,1315,2244,30,11.92270792,119180.6284
WH107(2),San Francisco,1618,2320,2,0,2,20,57333,S569,Electronics,4245,3.1,3.2,2.7,31286,5653,7017,97,44,3,79.44827586,37,34,12670,48892.52198,702,2320,0,13.50600707,61562.52198
WH179(1),Denver,1925,1867,1,2,3,21,83283,S426,Furniture,4708,4.39,8.7,3.8,25907,7284,12751,199,3,8,588.5,42,34,20035,48242.11507,-58,1925,0,17.68967715,68277.11507
WH404(1),Atlanta,893,283,1,2,3,7,56955,S185,Apparel,4496,1.18,3.3,3,21520,9662,12565,159,29,21,219.3170732,40,19,22227,42975.61456,-610,893,0,12.66792705,65202.61456
WH494(2),New York,1569,807,2,1,3,17,82892,S560,Electronics,6221.242188,3.06,1.3,4.6,30335,12391,10615,127,34,46,39.23232323,55,9,23006,67216.69938,-762,1569,17,13.32402718,90222.69938
WH335(1),Houston,712,1631,1,2,3,16,94094,S555,Electronics,6261.242188,3.03,1.7,3.8,49197,7966,7011,103,31,48,90.29166667,55,7,14977,75825.79382,919,1631,17,15.02800837,90802.79382
WH047,Dallas,2309,3122,7,3,10,16,84305,S185,Automotive,8173.9375,4.22,2.2,2.4,23096,6377,14269,254,15,6,1211.166667,72,66,20646,97895.39151,813,3122,8,10.31387872,118541.3915
WH016(1),Atlanta,640,1862,2,1,3,10,50740,S464,Electronics,6652.078125,0.55,7.2,2,15987,5509,5968,266,8,41,101.402439,59,18,11477,84993.83763,1222,1862,22,7.627691534,96470.83763
WH179(2),Denver,1925,1866,1,2,3,10,69104,S878,Apparel,6975.34375,1.09,3.2,4.5,14179,4889,4214,4,29,8,168.8333333,62,54,9103,92055.95239,-59,1925,20,9.906895269,101158.9524
WH155(2),Houston,762,1410,2,1,3,14,63807,S552,Apparel,5819.304688,0.62,4.4,3.8,18812,5326,5936,205,34,18,79.16981132,51,33,11262,73131.6567,648,1410,9,10.96471201,84393.6567
WH220,Dallas,1542,3354,7,1,8,23,36696,S271,Electronics,9108.875,4.27,7.8,4.3,48600,2541,713,264,16,48,151.9791667,80,32,3254,128846.1925,1812,3354,16,4.028598482,132100.1925
WH480(1),Atlanta,1132,1317,2,2,4,15,97185,S534,Apparel,4767.46875,2.48,5.8,2.7,16832,16744,7311,190,38,45,95.85555556,42,-3,24055,45084.55234,185,1317,4,20.38503136,69139.55234
WH480(2),Atlanta,1132,1316,1,1,2,13,34130,S309,Furniture,4879.835938,3.44,3.6,3.4,28103,10754,1809,36,5,45,48.33333333,43,-2,12563,58206.14185,184,1316,5,6.994087596,70769.14185
WH020(2),San Francisco,1367,2302,1,1,2,21,66122,S771,Apparel,8912.21875,0.91,6.2,1.1,33036,2440,8450,82,27,46,44.27272727,79,33,10890,118358.2126,935,2302,36,7.419252361,129248.2126
WH250,San Francisco,528,1982,2,1,3,9,80086,S230,Groceries,2986.773438,3.64,2.2,2.6,30525,18993,7758,49,34,36,42.02777778,26,-10,26751,16564.26629,1454,1982,13,26.81355037,43315.26629
WH107(1),San Francisco,1619,2321,3,1,4,18,89202,S218,Automotive,5719.773438,2.37,7.6,3.9,24438,17255,12267,136,8,4,1213,50,46,29522,53428.2186,702,2321,13,15.59537296,82950.2186
WH097(1),Houston,2294,2088,1,2,3,15,73887,S744,Electronics,4881,2.28,6.3,3.2,15219,5923,7977,238,26,13,375.4615385,43,30,13900,56886.0235,-206,2294,0,15.13767671,70786.0235
WH154,Denver,668,3671,2,3,5,13,93117,S588,Apparel,10368.91406,4.11,2.1,3.1,21884,16105,13500,135,7,24,304.5,91,67,29605,120768.7338,3003,3671,27,8.980400401,150373.7338
WH411(2),Denver,1002,310,1,2,3,20,47772,S644,Automotive,4760.734375,2.02,9.4,2.4,21690,16433,1907,16,15,16,465.8888889,42,26,18340,50701.888,-692,1002,2,10.03458631,69041.888
WH033(1),Denver,939,908,1,2,3,7,67582,S996,Electronics,4763,4.25,8.7,4.1,23562,4158,862,169,39,24,202.6808511,42,18,5020,64054.74492,-31,939,0,14.18895654,69074.74492
WH095(2),Denver,2495,1262,2,1,3,21,99472,S891,Furniture,6791.34375,4.71,1.2,3.3,39709,11486,4392,80,13,47,53.33802817,60,13,15878,82612.51799,-1233,2495,20,14.64688045,98490.51799
WH349(2),Miami,947,980,2,1,3,24,32599,S872,Groceries,5281.671875,4.91,9.2,3.3,16208,16299,10144,50,2,17,52.59259259,47,30,26443,50153.71163,33,980,10,6.172098679,76596.71163
WH404(2),Atlanta,892,282,1,2,3,10,31316,S153,Furniture,8010.382813,3.24,2.5,3.8,25078,11949,11131,201,41,20,115.4444444,71,51,23080,93089.46241,-610,892,31,3.909426145,116169.4624
WH411(1),Denver,1003,311,1,2,3,12,38148,S195,Groceries,4534,1.05,8.3,2.2,25644,12799,12305,290,42,16,283.375,40,24,25104,40649.70427,-692,1003,0,8.413762682,65753.70427
WH020(1),San Francisco,1367,2303,2,2,4,20,94845,S810,Groceries,6759.242188,2.39,0.9,4.2,41700,14331,8580,195,40,46,105.0326087,60,14,22911,75113.96954,936,2303,17,14.03189845,98024.96954
WH263(2),Miami,2458,1305,2,0,2,15,73834,S538,Furniture,4012,3.57,3.4,1.9,23075,4455,7674,219,0,7,39.82142857,35,28,12129,46054.47189,-1153,2458,0,18.40329013,58183.47189
WH499(1),Houston,2336,2457,3,1,4,17,43396,S112,Groceries,4632.101563,2.5,1,3.7,23417,19063,2637,88,3,17,260.0909091,41,24,21700,45476.40854,121,2457,3,9.368533788,67176.40854
WH151(2),New York,494,1392,3,0,3,9,93587,S394,Apparel,3974,2,2.3,1.4,28596,1997,2877,23,23,16,358.8181818,35,19,4874,52758.38217,898,1392,0,23.54982386,57632.38217
WH263(1),Miami,2458,1305,3,1,4,18,88765,S410,Apparel,4013,2.89,5.4,1.9,41105,1464,5319,176,36,7,573.2142857,35,28,6783,51414.97425,-1153,2458,0,22.11936207,58197.97425
WH499(2),Houston,2336,2457,2,0,2,17,85842,S946,Groceries,6558.34375,4.38,2.3,4.8,35748,5604,11672,285,43,16,37.25,58,42,17276,77835.4679,121,2457,20,13.0889754,95111.4679
WH211,Dallas,589,5164,6,3,9,24,64458,S981,Automotive,11972.05469,2,2.4,3.7,48033,6373,6467,277,2,88,83.22727273,106,18,12840,160783.0577,4575,5164,41,5.384038219,173623.0577
WH477,Miami,938,4245,5,4,9,23,52190,S601,Automotive,10784.01563,4.57,4.3,2.7,13574,11663,7327,209,14,63,117.1904762,95,32,18990,137403.6864,3307,4245,30,4.839570139,156393.6864
WH022(2),Houston,1325,2090,3,0,3,20,95132,S927,Apparel,8143.648438,1.73,6.2,2.7,36489,12353,4864,113,19,41,33.9,72,31,17217,100885.1286,765,2090,29,11.681742,118102.1286
WH055,Miami,849,4475,4,3,7,10,72838,S126,Apparel,11053.75,1.65,6.5,4.7,40691,14310,2042,160,4,78,95.20512821,98,20,16352,143953.4717,3626,4475,32,6.589437974,160305.4717
WH287(1),Atlanta,2347,2153,2,1,3,24,38920,S129,Automotive,4942,3.58,7.2,2.7,22130,17787,4640,90,2,49,101.8865979,44,-5,22427,49243.66752,-194,2347,0,7.875354108,71670.66752
WH033(1),Atlanta,1423,1622,2,1,3,23,40414,S944,Automotive,4921.46875,3.68,5.7,3.1,19590,9593,6891,294,14,9,496.4444444,43,34,16484,54888.91592,199,1622,4,8.21177621,71372.91592
WH209(1),Denver,1664,1514,1,2,3,22,93013,S544,Groceries,3842,1.37,3.1,3.2,15557,6652,8795,216,28,7,591,34,27,15447,40271.07054,-150,1664,0,24.20952629,55718.07054
WH494(1),New York,1570,807,2,1,3,24,63111,S187,Automotive,4294,3.2,3.5,3.9,24561,9978,14532,76,28,46,93.34782609,38,-8,24510,37763.13766,-763,1570,0,14.69748486,62273.13766
WH258,Miami,1503,4215,4,1,5,18,61767,S209,Automotive,10231.8125,3.17,1.9,4.4,48675,11230,5869,13,9,67,112.1044776,90,23,17099,131286.4374,2712,4215,24,6.036760349,148385.4374
WH347(1),Houston,1081,622,1,2,3,20,50718,S662,Automotive,4186,3.93,1.6,4.1,40991,17666,10537,26,34,38,110.1447368,37,-1,28203,32503.88268,-459,1081,0,12.11610129,60706.88268
WH389(2),San Francisco,1086,1660,1,2,3,16,53322,S219,Electronics,4617.734375,1.32,7.2,3,20650,10068,5006,26,30,7,66.40625,41,34,15074,51894.0504,574,1660,2,11.54722114,66968.0504
WH012(2),Seattle,1246,579,3,0,3,9,86437,S527,Electronics,3844,3.3,2.1,2.1,27574,17898,2248,196,44,49,53.56790123,34,-15,20146,35601.07526,-667,1246,0,22.48621228,55747.07526
WH033(2),Atlanta,1422,1621,2,1,3,19,75884,S617,Apparel,5601.671875,3.12,7.3,2.1,49723,10859,14319,185,2,9,204.3529412,49,40,25178,56059.46711,199,1621,10,13.54666994,81237.46711
WH033(2),Denver,938,908,1,2,3,9,74847,S405,Electronics,8844.21875,0.72,5.9,3.1,35493,2900,763,48,48,23,22.07142857,78,55,3663,124599.0521,-30,938,36,8.462816458,128262.0521
WH157(2),Atlanta,1195,204,1,2,3,8,33565,S651,Electronics,8527.75,4.46,4.3,4.2,38854,17196,7278,21,44,14,77.890625,75,61,24474,99198.50807,-991,1195,32,3.935973733,123672.5081
WH016(2),Atlanta,639,1861,1,1,2,24,51690,S605,Groceries,6877.8125,1.46,4.4,4.7,21951,6527,5896,64,43,41,146.7647059,61,20,12423,87321.519,1222,1861,24,7.515470944,99744.519
WH242(1),Atlanta,1505,883,1,1,2,18,34994,S136,Furniture,3878,1.43,1.8,1.9,47303,14519,9948,245,45,24,165.0212766,34,10,24467,31773.15553,-622,1505,0,9.023723569,56240.15553
WH068(2),Chicago,1618,2314,1,1,2,10,70464,S684,Apparel,7381.546875,3.15,5,4.7,20213,10252,6489,24,8,22,97,65,43,16741,90308.8567,696,2314,26,9.54596661,107049.8567
WH347(2),Houston,1080,621,1,1,2,11,51099,S334,Automotive,4751.835938,2.23,3.2,4.7,38501,15641,12475,131,4,38,168.8571429,42,4,28116,40796.83965,-459,1080,5,10.75352783,68912.83965
WH335(2),Houston,711,1630,1,1,2,13,32573,S940,Furniture,6828.078125,2.57,5,4,22061,7161,13990,275,9,48,64.68,60,12,21151,77872.25315,919,1630,22,4.770449225,99023.25315
WH068(1),Chicago,1619,2314,1,1,2,15,82698,S325,Automotive,5908.773438,2.3,3.5,2.6,22298,2024,5966,95,39,22,201.5681818,52,30,7990,77701.1648,695,2314,13,13.99579809,85691.1648
WH239(2),Chicago,305,591,1,0,1,12,92958,S428,Furniture,3932,3.75,2.2,1.9,15561,18118,2657,44,50,20,25.89583333,35,15,20775,36248.28302,286,591,0,23.64140387,57023.28302
WH080(2),Chicago,1100,1237,1,0,1,12,87187,S138,Automotive,8067.015625,2.95,7.1,1.5,13414,2093,8128,274,49,29,167.1304348,71,42,10221,106769.7719,137,1237,30,10.80783825,116990.7719
WH093(1),Dallas,2112,1798,1,1,2,22,63818,S867,Apparel,4100,2.37,5.3,2.6,24435,10588,8540,297,36,38,109.3333333,36,-2,19128,40331.67965,-314,2112,0,15.56536585,59459.67965
WH304(1),Los Angeles,1603,1994,1,1,2,23,56759,S739,Furniture,5757.570313,1.29,7.4,2.9,49752,2529,6603,98,29,23,220.6222222,51,28,9132,74366.36252,391,1994,7,9.858151428,83498.36252
WH080(1),Chicago,1100,1237,2,1,3,7,30946,S439,Furniture,5007.101563,2.81,4.5,3.7,28605,16645,9292,230,20,30,158.1864407,44,14,25937,46677.79387,137,1237,3,6.18042187,72614.79387
WH287(2),Atlanta,2346,2153,2,0,2,6,55459,S157,Automotive,5281.101563,3.55,3.4,4.4,36306,2942,3679,179,43,48,22.9375,47,-1,6621,69967.44075,-193,2346,3,10.50140758,76588.44075
WH354(1),Atlanta,1507,1387,1,1,2,14,68302,S306,Furniture,4442,2.38,7.6,5,15190,13477,8696,255,7,47,94.5,39,-8,22173,42246.48707,-120,1507,0,15.37640702,64419.48707
WH209(2),Denver,1664,1513,1,1,2,11,81104,S775,Electronics,3841,1.55,6.5,1.8,38384,18938,11559,57,38,6,29.5,34,28,30497,25206.56818,-151,1664,0,21.11533455,55703.56818
WH097(2),Houston,2294,2088,1,1,2,24,64485,S742,Furniture,8622.117188,3.99,4.6,3.5,48768,16192,9028,199,32,13,164.25,76,63,25220,99821.05508,-206,2294,33,7.479021521,125041.0551
WH304(2),Los Angeles,1603,1993,1,1,2,14,62347,S103,Apparel,9045.21875,1.24,4.6,3.4,42992,4735,14388,264,17,22,263.9230769,80,58,19123,112054.0266,390,1993,36,6.892812847,131177.0266
WH239(1),Chicago,305,592,2,1,3,22,43540,S120,Automotive,4613.203125,4.75,2.5,4.9,29570,17196,717,141,7,21,191.8292683,41,20,17913,48989.33657,287,592,6,9.438127657,66902.33657
WH242(2),Atlanta,1505,882,1,0,1,15,71855,S646,Apparel,4444.835938,1.82,8.6,3,42413,12091,7749,289,5,23,33.6122449,39,16,19840,44620.61486,-623,1505,5,16.16595101,64460.61486
WH093(2),Dallas,2112,1798,1,0,1,16,84542,S315,Groceries,4666.835938,2.73,8.1,3.9,14643,4303,5330,91,11,37,225.7058824,41,4,9633,58047.13898,-314,2112,5,18.11548577,67680.13898
WH354(2),Atlanta,1506,1387,1,0,1,6,87751,S961,Apparel,7048.445313,0.68,8.5,4.1,17858,9501,5919,9,38,47,27.85245902,62,15,15420,86799.09763,-119,1506,23,12.4496958,102219.0976
